medal_id,country_medal,city,discipline_title,participant_type,event_gender,medal_type
m4134,Brazil,beijing,Beach Volleyball,GameTeam,Women,SILVER
m4135,Brazil,beijing,Beach Volleyball,GameTeam,Women,BRONZE
m4136,Brazil,beijing,Beach Volleyball,GameTeam,Women,BRONZE
m4137,Brazil,london,Beach Volleyball,GameTeam,Men,GOLD
m4138,Brazil,london,Beach Volleyball,GameTeam,Men,GOLD
m4139,Brazil,london,Beach Volleyball,GameTeam,Men,SILVER
m4140,Brazil,london,Beach Volleyball,GameTeam,Men,SILVER
m4141,Brazil,rio,Beach Volleyball,GameTeam,Men,BRONZE
m4142,Brazil,rio,Beach Volleyball,GameTeam,Men,BRONZE
m4143,Brazil,rio,Beach Volleyball,GameTeam,Men,GOLD
m4144,Brazil,rio,Beach Volleyball,GameTeam,Men,GOLD
m4145,Brazil,sydney,Beach Volleyball,GameTeam,Men,SILVER
m4146,Brazil,sydney,Beach Volleyball,GameTeam,Men,SILVER
m4147,Brazil,sydney,Beach Volleyball,GameTeam,Men,BRONZE
m4148,Brazil,sydney,Beach Volleyball,GameTeam,Men,BRONZE
m4149,Brazil,sydney,Beach Volleyball,GameTeam,Women,GOLD
m4150,Brazil,sydney,Beach Volleyball,GameTeam,Women,GOLD
m4151,Canada,atlanta,Beach Volleyball,GameTeam,Women,SILVER
m4152,Canada,atlanta,Beach Volleyball,GameTeam,Women,SILVER
m4153,Germany,london,Beach Volleyball,GameTeam,Women,BRONZE
m4154,Germany,london,Beach Volleyball,GameTeam,Women,BRONZE
m4155,Germany,rio,Beach Volleyball,GameTeam,Women,GOLD
m4156,Germany,rio,Beach Volleyball,GameTeam,Women,GOLD
m4157,Germany,sydney,Beach Volleyball,GameTeam,Women,SILVER
m4158,Germany,sydney,Beach Volleyball,GameTeam,Women,SILVER
m4159,Italy,rio,Beach Volleyball,GameTeam,Women,BRONZE
m4160,Italy,rio,Beach Volleyball,GameTeam,Women,BRONZE
m4161,Latvia,london,Beach Volleyball,GameTeam,Men,GOLD
m4162,Latvia,london,Beach Volleyball,GameTeam,Men,GOLD
m4163,Netherlands,rio,Beach Volleyball,GameTeam,Men,SILVER
m4164,Netherlands,rio,Beach Volleyball,GameTeam,Men,SILVER
m4165,Norway,tokyo,Beach Volleyball,GameTeam,Men,BRONZE
m4166,Norway,tokyo,Beach Volleyball,GameTeam,Men,BRONZE
m4167,China,beijing,Beach Volleyball,GameTeam,Men,GOLD
m4168,China,beijing,Beach Volleyball,GameTeam,Men,GOLD
m4169,China,beijing,Beach Volleyball,GameTeam,Men,SILVER
m4170,China,beijing,Beach Volleyball,GameTeam,Men,SILVER
m4171,Qatar,tokyo,Beach Volleyball,GameTeam,Men,BRONZE
m4172,Qatar,tokyo,Beach Volleyball,GameTeam,Men,BRONZE
m4173,China,tokyo,Beach Volleyball,GameTeam,Women,GOLD
m4174,China,tokyo,Beach Volleyball,GameTeam,Women,GOLD
m4175,Spain,athens,Beach Volleyball,GameTeam,Women,SILVER
m4176,Spain,athens,Beach Volleyball,GameTeam,Women,SILVER
m4177,Switzerland,athens,Beach Volleyball,GameTeam,Women,BRONZE
m4178,Switzerland,athens,Beach Volleyball,GameTeam,Women,BRONZE
m4179,Switzerland,tokyo,Beach Volleyball,GameTeam,Women,GOLD
m4180,Switzerland,tokyo,Beach Volleyball,GameTeam,Women,GOLD
m4181,Russia,tokyo,Swimming,Athlete,Men,SILVER
m4182,Russia,tokyo,Swimming,Athlete,Men,BRONZE
m4183,Russia,tokyo,Swimming,GameTeam,Women,GOLD
m4184,Russia,mexico city,Volleyball,GameTeam,Men,GOLD
m4185,Russia,mexico city,Volleyball,GameTeam,Men,SILVER
m4186,Russia,montreal,Volleyball,GameTeam,Men,BRONZE
m4187,Russia,montreal,Volleyball,GameTeam,Women,GOLD
m4188,Russia,moscow,Volleyball,GameTeam,Women,SILVER
m4189,Russia,moscow,Volleyball,GameTeam,Women,BRONZE
m4190,Russia,munich,Volleyball,GameTeam,Men,GOLD
m4191,Russia,munich,Volleyball,GameTeam,Men,SILVER
m4192,Russia,seoul,Volleyball,GameTeam,Men,BRONZE
m4193,Russia,seoul,Volleyball,GameTeam,Women,GOLD
m4194,Russia,tokyo,Volleyball,GameTeam,Women,SILVER
m4195,Russia,tokyo,Volleyball,GameTeam,Women,BRONZE
m4196,Russia,melbourne,Water Polo,GameTeam,Men,GOLD
m4197,Russia,mexico city,Water Polo,GameTeam,Men,SILVER
m4198,Russia,moscow,Water Polo,GameTeam,Men,BRONZE
m4199,Russia,munich,Water Polo,GameTeam,Men,GOLD
m4200,Russia,rome,Water Polo,GameTeam,Men,SILVER
m4201,Russia,seoul,Water Polo,GameTeam,Men,BRONZE
m4202,Russia,tokyo,Water Polo,GameTeam,Men,GOLD
m4203,Austria,pyeongchang,Biathlon,Athlete,Men,GOLD
m4204,Austria,salt lake city,Biathlon,Athlete,Men,SILVER
m4205,Austria,sochi,Biathlon,Athlete,Men,BRONZE
m4206,Austria,sochi,Biathlon,GameTeam,Mixed,GOLD
m4207,Austria,vancouver,Biathlon,Athlete,Mixed,SILVER
m4208,Austria,vancouver,Biathlon,GameTeam,Mixed,BRONZE
m4209,Belarus,beijing,Biathlon,Athlete,Women,SILVER
m4210,Belarus,lillehammer,Biathlon,Athlete,Women,GOLD
m4211,Belarus,nagano,Biathlon,Athlete,Women,BRONZE
m4212,Belarus,pyeongchang,Biathlon,Athlete,Women,SILVER
m4213,Belarus,pyeongchang,Biathlon,GameTeam,Women,BRONZE
m4214,Belarus,sochi,Biathlon,Athlete,Women,GOLD
m4215,Belarus,sochi,Biathlon,Athlete,Men,SILVER
m4216,Belarus,sochi,Biathlon,Athlete,Men,GOLD
m4217,Belarus,sochi,Biathlon,Athlete,Men,BRONZE
m4218,Belarus,vancouver,Biathlon,Athlete,Women,SILVER
m4219,Belarus,vancouver,Biathlon,Athlete,Women,GOLD
m4220,Bulgaria,nagano,Biathlon,Athlete,Women,BRONZE
m4221,Bulgaria,salt lake city,Biathlon,Athlete,Women,GOLD
m4222,Canada,albertville,Biathlon,Athlete,Women,SILVER
m4223,Canada,lillehammer,Biathlon,Athlete,Women,BRONZE
m4224,Canada,lillehammer,Biathlon,Athlete,Men,SILVER
m4225,Croatia,vancouver,Biathlon,Athlete,Men,BRONZE
m4226,Czech Republic,pyeongchang,Biathlon,Athlete,Men,GOLD
m4227,Czech Republic,pyeongchang,Biathlon,Athlete,Men,BRONZE
m4228,Czech Republic,sochi,Biathlon,Athlete,Men,SILVER
m4229,Czech Republic,sochi,Biathlon,Athlete,Men,GOLD
m4230,Czech Republic,sochi,Biathlon,Athlete,Men,GOLD
m4231,Czech Republic,sochi,Biathlon,Athlete,Men,SILVER
m4232,Czech Republic,sochi,Biathlon,GameTeam,Men,BRONZE
m4233,Germany,calgary,Biathlon,GameTeam,Women,GOLD
m4234,Germany,lake placid,Biathlon,GameTeam,Women,SILVER
m4235,Germany,sarajevo,Biathlon,Athlete,Women,BRONZE
m4236,Germany,sarajevo,Biathlon,Athlete,Mixed,GOLD
m4237,Germany,sarajevo,Biathlon,GameTeam,Mixed,SILVER
m4238,Finland,albertville,Biathlon,Athlete,Mixed,BRONZE
m4239,Finland,innsbruck,Biathlon,Athlete,Men,GOLD
m4240,Finland,innsbruck,Biathlon,GameTeam,Men,SILVER
m4241,Finland,nagano,Biathlon,Athlete,Men,BRONZE
m4242,Finland,sapporo,Biathlon,GameTeam,Women,GOLD
m4243,Finland,squaw valley,Biathlon,Athlete,Women,SILVER
m4244,France,albertville,Biathlon,GameTeam,Women,BRONZE
m4245,France,beijing,Biathlon,Athlete,Men,GOLD
m4246,France,beijing,Biathlon,Athlete,Men,SILVER
m4247,France,beijing,Biathlon,Athlete,Men,BRONZE
m4248,France,beijing,Biathlon,Athlete,Men,GOLD
m4249,France,beijing,Biathlon,Athlete,Men,SILVER
m4250,France,beijing,Biathlon,GameTeam,Men,BRONZE
m4251,France,beijing,Biathlon,GameTeam,Women,GOLD
m4252,France,lillehammer,Biathlon,Athlete,Women,SILVER
m4253,France,lillehammer,Biathlon,GameTeam,Women,BRONZE
m4254,France,lillehammer,Biathlon,GameTeam,Women,GOLD
m4255,France,pyeongchang,Biathlon,Athlete,Women,SILVER
m4256,France,pyeongchang,Biathlon,Athlete,Women,BRONZE
m4257,France,pyeongchang,Biathlon,Athlete,Men,GOLD
m4258,France,pyeongchang,Biathlon,GameTeam,Men,SILVER
m4259,France,pyeongchang,Biathlon,GameTeam,Men,BRONZE
m4260,France,salt lake city,Biathlon,Athlete,Women,GOLD
m4261,France,salt lake city,Biathlon,GameTeam,Women,SILVER
m4262,France,sochi,Biathlon,Athlete,Women,BRONZE
m4263,France,sochi,Biathlon,Athlete,Women,GOLD
m4264,France,sochi,Biathlon,Athlete,Women,SILVER
m4265,France,sochi,Biathlon,Athlete,Women,BRONZE
m4266,France,turin,Biathlon,Athlete,Men,GOLD
m4267,France,turin,Biathlon,Athlete,Men,SILVER
m4268,France,turin,Biathlon,GameTeam,Men,BRONZE
m4269,France,turin,Biathlon,GameTeam,Men,GOLD
m4270,France,vancouver,Biathlon,Athlete,Men,SILVER
m4271,France,vancouver,Biathlon,Athlete,Men,BRONZE
m4272,France,vancouver,Biathlon,Athlete,Men,GOLD
m4273,France,vancouver,Biathlon,Athlete,Men,SILVER
m4274,France,vancouver,Biathlon,Athlete,Men,BRONZE
m4275,France,vancouver,Biathlon,GameTeam,Women,GOLD
m4276,Germany,calgary,Biathlon,Athlete,Women,BRONZE
m4277,Germany,calgary,Biathlon,Athlete,Men,GOLD
m4278,Germany,innsbruck,Biathlon,GameTeam,Men,SILVER
m4279,Germany,lake placid,Biathlon,Athlete,Men,BRONZE
m4280,Germany,lake placid,Biathlon,Athlete,Women,GOLD
m4281,Germany,lake placid,Biathlon,Athlete,Women,BRONZE
m4282,Germany,lake placid,Biathlon,GameTeam,Men,GOLD
m4283,Germany,sapporo,Biathlon,Athlete,Men,SILVER
m4284,Germany,sapporo,Biathlon,GameTeam,Men,BRONZE
m4285,Germany,sarajevo,Biathlon,Athlete,Women,GOLD
m4286,Germany,sarajevo,Biathlon,Athlete,Women,SILVER
m4287,Germany,albertville,Biathlon,Athlete,Women,BRONZE
m4288,Germany,albertville,Biathlon,Athlete,Mixed,GOLD
m4289,Germany,albertville,Biathlon,Athlete,Mixed,SILVER
m4290,Germany,albertville,Biathlon,Athlete,Mixed,BRONZE
m4291,Germany,albertville,Biathlon,Athlete,Women,GOLD
m4292,Germany,albertville,Biathlon,GameTeam,Women,SILVER
m4293,Germany,albertville,Biathlon,GameTeam,Women,BRONZE
m4294,Germany,beijing,Biathlon,Athlete,Men,GOLD
m4295,Germany,beijing,Biathlon,GameTeam,Men,SILVER
m4296,Germany,lillehammer,Biathlon,Athlete,Men,BRONZE
m4297,Germany,lillehammer,Biathlon,Athlete,Women,GOLD
m4298,Germany,lillehammer,Biathlon,Athlete,Women,SILVER
m4299,Germany,lillehammer,Biathlon,Athlete,Women,BRONZE
m4300,Germany,lillehammer,Biathlon,GameTeam,Women,GOLD
m4301,Germany,lillehammer,Biathlon,GameTeam,Women,SILVER
m4302,Germany,nagano,Biathlon,Athlete,Women,BRONZE
m4303,Germany,nagano,Biathlon,Athlete,Men,GOLD
m4304,Germany,nagano,Biathlon,Athlete,Men,SILVER
m4305,Germany,nagano,Biathlon,GameTeam,Men,BRONZE
m4306,Germany,nagano,Biathlon,GameTeam,Women,GOLD
m4307,Germany,pyeongchang,Biathlon,Athlete,Women,SILVER
m4308,Germany,pyeongchang,Biathlon,Athlete,Women,BRONZE
m4309,Germany,pyeongchang,Biathlon,Athlete,Women,GOLD
m4310,Germany,pyeongchang,Biathlon,Athlete,Women,SILVER
m4311,Germany,pyeongchang,Biathlon,Athlete,Women,BRONZE
m4312,Germany,pyeongchang,Biathlon,Athlete,Women,GOLD
m4313,Germany,pyeongchang,Biathlon,GameTeam,Women,SILVER
m4314,Germany,salt lake city,Biathlon,Athlete,Women,BRONZE
m4315,Germany,salt lake city,Biathlon,Athlete,Women,GOLD
m4316,Germany,salt lake city,Biathlon,Athlete,Women,SILVER
m4317,Germany,salt lake city,Biathlon,Athlete,Women,BRONZE
m4318,Germany,salt lake city,Biathlon,Athlete,Men,GOLD
m4319,Germany,salt lake city,Biathlon,Athlete,Men,SILVER
m4320,Germany,salt lake city,Biathlon,Athlete,Men,BRONZE
m4321,Germany,salt lake city,Biathlon,GameTeam,Men,GOLD
m4322,Germany,salt lake city,Biathlon,GameTeam,Men,SILVER
m4323,Germany,sochi,Biathlon,Athlete,Men,BRONZE
m4324,Germany,sochi,Biathlon,GameTeam,Men,GOLD
m4325,Germany,turin,Biathlon,Athlete,Men,SILVER
m4326,Germany,turin,Biathlon,Athlete,Men,SILVER
m4327,Germany,turin,Biathlon,Athlete,Men,GOLD
m4328,Germany,turin,Biathlon,Athlete,Men,SILVER
m4329,Germany,turin,Biathlon,Athlete,Men,BRONZE
m4330,Germany,turin,Biathlon,Athlete,Men,GOLD
m4331,Germany,turin,Biathlon,Athlete,Men,SILVER
m4332,Germany,turin,Biathlon,Athlete,Men,BRONZE
m4333,Germany,turin,Biathlon,Athlete,Women,GOLD
m4334,Germany,turin,Biathlon,GameTeam,Women,SILVER
m4335,Germany,turin,Biathlon,GameTeam,Women,BRONZE
m4336,Germany,vancouver,Biathlon,Athlete,Women,GOLD
m4337,Germany,vancouver,Biathlon,Athlete,Women,SILVER
m4338,Germany,vancouver,Biathlon,Athlete,Women,BRONZE
m4339,Germany,vancouver,Biathlon,Athlete,Men,GOLD
m4340,Germany,vancouver,Biathlon,GameTeam,Men,SILVER
m4341,Italy,beijing,Biathlon,Athlete,Men,BRONZE
m4342,Italy,calgary,Biathlon,Athlete,Women,GOLD
m4343,Italy,calgary,Biathlon,GameTeam,Women,SILVER
m4344,Italy,nagano,Biathlon,Athlete,Women,BRONZE
m4345,Italy,pyeongchang,Biathlon,Athlete,Women,GOLD
m4346,Italy,pyeongchang,Biathlon,GameTeam,Women,SILVER
m4347,Italy,sochi,Biathlon,GameTeam,Women,BRONZE
m4348,Kazakhstan,vancouver,Biathlon,Athlete,Men,GOLD
m4349,Norway,beijing,Biathlon,Athlete,Men,SILVER
m4350,Norway,beijing,Biathlon,Athlete,Men,BRONZE
m4351,Norway,beijing,Biathlon,Athlete,Men,GOLD
m4352,Norway,beijing,Biathlon,Athlete,Men,SILVER
m4353,Norway,beijing,Biathlon,Athlete,Men,BRONZE
m4354,Norway,beijing,Biathlon,Athlete,Men,GOLD
m4355,Norway,beijing,Biathlon,Athlete,Men,SILVER
m4356,Norway,beijing,Biathlon,Athlete,Men,BRONZE
m4357,Norway,beijing,Biathlon,Athlete,Women,GOLD
m4358,Norway,beijing,Biathlon,Athlete,Women,SILVER
m4359,Norway,beijing,Biathlon,Athlete,Women,BRONZE
m4360,Norway,beijing,Biathlon,Athlete,Women,GOLD
m4361,Norway,beijing,Biathlon,GameTeam,Women,SILVER
m4362,Norway,beijing,Biathlon,GameTeam,Women,BRONZE
m4363,Norway,grenoble,Biathlon,Athlete,Men,GOLD
m4364,Norway,grenoble,Biathlon,GameTeam,Men,SILVER
m4365,Norway,innsbruck,Biathlon,Athlete,Men,BRONZE
m4366,Norway,nagano,Biathlon,Athlete,Women,GOLD
m4367,Norway,nagano,Biathlon,Athlete,Women,SILVER
m4368,Norway,nagano,Biathlon,Athlete,Women,BRONZE
m4369,Norway,nagano,Biathlon,GameTeam,Women,GOLD
m4370,Norway,nagano,Biathlon,GameTeam,Women,SILVER
m4371,Norway,pyeongchang,Biathlon,Athlete,Women,BRONZE
m4372,Norway,pyeongchang,Biathlon,Athlete,Men,GOLD
m4373,Norway,pyeongchang,Biathlon,Athlete,Men,SILVER
m4374,Norway,pyeongchang,Biathlon,Athlete,Men,BRONZE
m4375,Norway,pyeongchang,Biathlon,GameTeam,Women,GOLD
m4376,Norway,pyeongchang,Biathlon,GameTeam,Women,SILVER
m4377,Norway,salt lake city,Biathlon,Athlete,Women,BRONZE
m4378,Norway,salt lake city,Biathlon,Athlete,Men,GOLD
m4379,Norway,salt lake city,Biathlon,Athlete,Men,SILVER
m4380,Norway,salt lake city,Biathlon,Athlete,Men,BRONZE
m4381,Norway,salt lake city,Biathlon,GameTeam,Men,GOLD
m4382,Norway,salt lake city,Biathlon,GameTeam,Men,SILVER
m4383,Norway,sapporo,Biathlon,Athlete,Men,BRONZE
m4384,Norway,sarajevo,Biathlon,Athlete,Women,GOLD
m4385,Norway,sarajevo,Biathlon,Athlete,Women,SILVER
m4386,Norway,sarajevo,Biathlon,GameTeam,Women,BRONZE
m4387,Norway,sochi,Biathlon,Athlete,Women,GOLD
m4388,Norway,sochi,Biathlon,Athlete,Women,SILVER
m4389,Norway,sochi,Biathlon,Athlete,Women,BRONZE
m4390,Norway,sochi,Biathlon,Athlete,Men,GOLD
m4391,Norway,sochi,Biathlon,GameTeam,Men,SILVER
m4392,Norway,sochi,Biathlon,GameTeam,Men,BRONZE
m4393,Norway,turin,Biathlon,Athlete,Men,GOLD
m4394,Norway,turin,Biathlon,Athlete,Men,SILVER
m4395,Norway,turin,Biathlon,Athlete,Men,BRONZE
m4396,Norway,turin,Biathlon,Athlete,Women,GOLD
m4397,Norway,turin,Biathlon,Athlete,Women,SILVER
m4398,Norway,turin,Biathlon,Athlete,Women,BRONZE
m4399,Norway,vancouver,Biathlon,Athlete,Men,GOLD
m4400,Norway,vancouver,Biathlon,Athlete,Men,SILVER
m4401,Norway,vancouver,Biathlon,Athlete,Men,BRONZE
m4402,Norway,vancouver,Biathlon,Athlete,Men,GOLD
m4403,Norway,vancouver,Biathlon,GameTeam,Men,SILVER
m4404,Poland,turin,Biathlon,Athlete,Men,BRONZE
m4405,China,beijing,Biathlon,Athlete,Women,GOLD
m4406,China,beijing,Biathlon,GameTeam,Women,SILVER
m4407,China,beijing,Biathlon,GameTeam,Women,BRONZE
m4408,China,beijing,Biathlon,GameTeam,Women,GOLD
m4409,Russia,lillehammer,Biathlon,Athlete,Women,SILVER
m4410,Russia,lillehammer,Biathlon,Athlete,Women,BRONZE
m4411,Russia,lillehammer,Biathlon,Athlete,Women,GOLD
m4412,Russia,lillehammer,Biathlon,GameTeam,Women,SILVER
m4413,Russia,lillehammer,Biathlon,GameTeam,Women,BRONZE
m4414,Russia,nagano,Biathlon,Athlete,Men,GOLD
m4415,Russia,nagano,Biathlon,GameTeam,Men,SILVER
m4416,Russia,nagano,Biathlon,GameTeam,Men,BRONZE
m4417,Russia,salt lake city,Biathlon,Athlete,Men,GOLD
m4418,Russia,salt lake city,Biathlon,Athlete,Men,SILVER
m4419,Russia,salt lake city,Biathlon,GameTeam,Men,BRONZE
m4420,Russia,sochi,Biathlon,Athlete,Men,GOLD
m4421,Russia,sochi,Biathlon,GameTeam,Men,SILVER
m4422,Russia,turin,Biathlon,Athlete,Men,BRONZE
m4423,Russia,turin,Biathlon,Athlete,Women,GOLD
m4424,Russia,turin,Biathlon,Athlete,Women,SILVER
m4425,Russia,turin,Biathlon,GameTeam,Women,BRONZE
m4426,Russia,turin,Biathlon,GameTeam,Men,GOLD
m4427,Russia,vancouver,Biathlon,Athlete,Men,SILVER
m4428,Russia,vancouver,Biathlon,Athlete,Men,BRONZE
m4429,Russia,vancouver,Biathlon,GameTeam,Women,GOLD
m4430,Russia,vancouver,Biathlon,GameTeam,Women,SILVER
m4431,Slovakia,pyeongchang,Biathlon,Athlete,Women,BRONZE
m4432,Slovakia,pyeongchang,Biathlon,Athlete,Women,GOLD
m4433,Slovakia,pyeongchang,Biathlon,Athlete,Women,SILVER
m4434,Slovakia,sochi,Biathlon,Athlete,Women,BRONZE
m4435,Slovakia,vancouver,Biathlon,Athlete,Men,GOLD
m4436,Slovakia,vancouver,Biathlon,Athlete,Men,SILVER
m4437,Slovakia,vancouver,Biathlon,Athlete,Men,BRONZE
m4438,Slovenia,pyeongchang,Biathlon,Athlete,Men,GOLD
m4439,Slovenia,sochi,Biathlon,Athlete,Men,SILVER
m4440,Russia,helsinki,Weightlifting,Athlete,Men,SILVER
m4441,Russia,helsinki,Weightlifting,Athlete,Men,BRONZE
m4442,Russia,helsinki,Weightlifting,Athlete,Men,GOLD
m4443,Russia,helsinki,Weightlifting,Athlete,Men,SILVER
m4444,Russia,helsinki,Weightlifting,Athlete,Men,BRONZE
m4445,Russia,helsinki,Weightlifting,Athlete,Men,GOLD
m4446,Russia,helsinki,Weightlifting,Athlete,Men,SILVER
m4447,Russia,melbourne,Weightlifting,Athlete,Men,BRONZE
m4448,Russia,melbourne,Weightlifting,Athlete,Men,GOLD
m4449,Russia,melbourne,Weightlifting,Athlete,Men,SILVER
m4450,Russia,melbourne,Weightlifting,Athlete,Men,BRONZE
m4451,Russia,melbourne,Weightlifting,Athlete,Men,GOLD
m4452,Russia,melbourne,Weightlifting,Athlete,Men,SILVER
m4453,Russia,melbourne,Weightlifting,Athlete,Men,BRONZE
m4454,Russia,mexico city,Weightlifting,Athlete,Men,GOLD
m4455,Russia,mexico city,Weightlifting,Athlete,Men,SILVER
m4456,Russia,mexico city,Weightlifting,Athlete,Men,BRONZE
m4457,Russia,mexico city,Weightlifting,Athlete,Men,GOLD
m4458,Russia,mexico city,Weightlifting,Athlete,Men,SILVER
m4459,Sweden,albertville,Biathlon,Athlete,Men,GOLD
m4460,Sweden,albertville,Biathlon,GameTeam,Men,SILVER
m4461,Sweden,beijing,Biathlon,Athlete,Men,BRONZE
m4462,Sweden,beijing,Biathlon,Athlete,Men,GOLD
m4463,Sweden,beijing,Biathlon,Athlete,Men,SILVER
m4464,Sweden,beijing,Biathlon,GameTeam,Men,BRONZE
m4465,Sweden,grenoble,Biathlon,GameTeam,Men,GOLD
m4466,Sweden,pyeongchang,Biathlon,Athlete,Men,SILVER
m4467,Sweden,pyeongchang,Biathlon,Athlete,Men,BRONZE
m4468,Sweden,pyeongchang,Biathlon,GameTeam,Men,GOLD
m4469,Sweden,pyeongchang,Biathlon,GameTeam,Men,SILVER
m4470,Sweden,salt lake city,Biathlon,Athlete,Men,BRONZE
m4471,Sweden,salt lake city,Biathlon,Athlete,Men,GOLD
m4472,Sweden,sapporo,Biathlon,Athlete,Men,SILVER
m4473,Sweden,squaw valley,Biathlon,Athlete,Men,BRONZE
m4474,Sweden,turin,Biathlon,Athlete,Men,GOLD
m4475,Sweden,turin,Biathlon,Athlete,Men,SILVER
m4476,Sweden,vancouver,Biathlon,Athlete,Men,BRONZE
m4477,Switzerland,sochi,Biathlon,Athlete,Men,GOLD
m4478,Ukraine,lillehammer,Biathlon,Athlete,Men,SILVER
m4479,Ukraine,nagano,Biathlon,Athlete,Men,BRONZE
m4480,Ukraine,sochi,Biathlon,Athlete,Men,GOLD
m4481,Ukraine,sochi,Biathlon,GameTeam,Men,SILVER
m4482,Ukraine,turin,Biathlon,Athlete,Men,BRONZE
m4483,Austria,albertville,Bobsleigh,GameTeam,Open,GOLD
m4484,Austria,grenoble,Bobsleigh,GameTeam,Open,SILVER
m4485,Austria,innsbruck,Bobsleigh,GameTeam,Open,BRONZE
m4486,Belgium,chamonix,Bobsleigh,GameTeam,Women,SILVER
m4487,Belgium,st moritz,Bobsleigh,GameTeam,Women,BRONZE
m4488,Canada,beijing,Bobsleigh,Athlete,Women,GOLD
m4489,Canada,beijing,Bobsleigh,GameTeam,Men,GOLD
m4490,Canada,innsbruck,Bobsleigh,GameTeam,Men,GOLD
m4491,Canada,nagano,Bobsleigh,GameTeam,Men,SILVER
m4492,Canada,nagano,Bobsleigh,GameTeam,Men,SILVER
m4493,Canada,pyeongchang,Bobsleigh,GameTeam,Men,BRONZE
m4494,Canada,pyeongchang,Bobsleigh,GameTeam,Men,BRONZE
m4495,Canada,pyeongchang,Bobsleigh,GameTeam,Women,GOLD
m4496,Canada,pyeongchang,Bobsleigh,GameTeam,Women,GOLD
m4497,Canada,sochi,Bobsleigh,GameTeam,Women,SILVER
m4498,Canada,sochi,Bobsleigh,GameTeam,Women,SILVER
m4499,Canada,turin,Bobsleigh,GameTeam,Women,BRONZE
m4500,Canada,turin,Bobsleigh,GameTeam,Women,BRONZE
m4501,Canada,vancouver,Bobsleigh,GameTeam,Women,GOLD
m4502,Canada,vancouver,Bobsleigh,GameTeam,Women,GOLD
m4503,Canada,vancouver,Bobsleigh,GameTeam,Women,SILVER
m4504,Canada,vancouver,Bobsleigh,GameTeam,Women,SILVER
m4505,Canada,vancouver,Bobsleigh,GameTeam,Women,BRONZE
m4506,Germany,grenoble,Bobsleigh,GameTeam,Women,BRONZE
m4507,Germany,grenoble,Bobsleigh,GameTeam,Open,GOLD
m4508,Germany,innsbruck,Bobsleigh,GameTeam,Open,SILVER
m4509,Germany,innsbruck,Bobsleigh,GameTeam,Open,SILVER
m4510,Germany,innsbruck,Bobsleigh,GameTeam,Men,GOLD
m4511,Germany,sapporo,Bobsleigh,GameTeam,Men,GOLD
m4512,Germany,sapporo,Bobsleigh,GameTeam,Men,GOLD
m4513,Germany,sapporo,Bobsleigh,GameTeam,Men,GOLD
m4514,Germany,sapporo,Bobsleigh,GameTeam,Men,BRONZE
m4515,Germany,sapporo,Bobsleigh,GameTeam,Men,BRONZE
m4516,France,nagano,Bobsleigh,GameTeam,Men,GOLD
m4517,Germany,calgary,Bobsleigh,GameTeam,Men,GOLD
m4518,Germany,calgary,Bobsleigh,GameTeam,Men,SILVER
m4519,Germany,calgary,Bobsleigh,GameTeam,Men,SILVER
m4520,Germany,calgary,Bobsleigh,GameTeam,Men,BRONZE
m4521,Germany,calgary,Bobsleigh,GameTeam,Men,BRONZE
m4522,Germany,innsbruck,Bobsleigh,GameTeam,Women,GOLD
m4523,Germany,innsbruck,Bobsleigh,GameTeam,Women,GOLD
m4524,Germany,innsbruck,Bobsleigh,GameTeam,Women,SILVER
m4525,Germany,lake placid,Bobsleigh,GameTeam,Women,SILVER
m4526,Germany,lake placid,Bobsleigh,GameTeam,Women,BRONZE
m4527,Germany,lake placid,Bobsleigh,GameTeam,Women,BRONZE
m4528,Germany,lake placid,Bobsleigh,GameTeam,Men,GOLD
m4529,Germany,lake placid,Bobsleigh,GameTeam,Men,SILVER
m4530,Germany,lake placid,Bobsleigh,GameTeam,Men,BRONZE
m4531,Germany,sarajevo,Bobsleigh,GameTeam,Men,GOLD
m4532,Germany,sarajevo,Bobsleigh,GameTeam,Men,GOLD
m4533,Germany,sarajevo,Bobsleigh,GameTeam,Men,SILVER
m4534,Germany,sarajevo,Bobsleigh,GameTeam,Men,SILVER
m4535,Germany,sarajevo,Bobsleigh,GameTeam,Men,BRONZE
m4536,Germany,sarajevo,Bobsleigh,GameTeam,Men,BRONZE
m4537,Germany,albertville,Bobsleigh,GameTeam,Men,GOLD
m4538,Germany,albertville,Bobsleigh,GameTeam,Men,SILVER
m4539,Germany,albertville,Bobsleigh,GameTeam,Men,BRONZE
m4540,Germany,albertville,Bobsleigh,GameTeam,Women,GOLD
m4541,Germany,albertville,Bobsleigh,GameTeam,Women,GOLD
m4542,Germany,beijing,Bobsleigh,GameTeam,Women,SILVER
m4543,Germany,beijing,Bobsleigh,GameTeam,Women,SILVER
m4544,Germany,beijing,Bobsleigh,GameTeam,Women,BRONZE
m4545,Germany,beijing,Bobsleigh,GameTeam,Women,BRONZE
m4546,Germany,beijing,Bobsleigh,GameTeam,Women,GOLD
m4547,Germany,beijing,Bobsleigh,GameTeam,Women,GOLD
m4548,Germany,beijing,Bobsleigh,GameTeam,Women,SILVER
m4549,Germany,beijing,Bobsleigh,GameTeam,Women,SILVER
m4550,Germany,beijing,Bobsleigh,GameTeam,Women,BRONZE
m4551,Germany,beijing,Bobsleigh,GameTeam,Women,BRONZE
